"Label (Grouping)","United States!!Estimate","United States!!Margin of Error","Hillsborough County, Florida!!Estimate","Hillsborough County, Florida!!Margin of Error","Pasco County, Florida!!Estimate","Pasco County, Florida!!Margin of Error","Pinellas County, Florida!!Estimate","Pinellas County, Florida!!Margin of Error","Polk County, Florida!!Estimate","Polk County, Florida!!Margin of Error"
"Median gross rent","1,406","±3","1,757","±29","1,540","±66","1,776","±36","1,403","±75"
