"Label (Grouping)","United States!!Estimate","United States!!Margin of Error","Hillsborough County, Florida!!Estimate","Hillsborough County, Florida!!Margin of Error","Pasco County, Florida!!Estimate","Pasco County, Florida!!Margin of Error","Pinellas County, Florida!!Estimate","Pinellas County, Florida!!Margin of Error"
"Median household income in the past 12 months (in 2018 inflation-adjusted dollars)","61,937","±94","58,480","±1,738","54,208","±2,400","52,198","±1,318"
