"Label (Grouping)","United States!!Estimate","United States!!Margin of Error","Hillsborough County, Florida!!Estimate","Hillsborough County, Florida!!Margin of Error","Pasco County, Florida!!Estimate","Pasco County, Florida!!Margin of Error","Pinellas County, Florida!!Estimate","Pinellas County, Florida!!Margin of Error"
"Median household income in the past 12 months (in 2017 inflation-adjusted dollars)","60,336","±86","54,731","±1,448","51,347","±1,337","51,512","±1,124"
