"Label (Grouping)","United States!!Estimate","United States!!Margin of Error","Hillsborough County, Florida!!Estimate","Hillsborough County, Florida!!Margin of Error","Pasco County, Florida!!Estimate","Pasco County, Florida!!Margin of Error","Pinellas County, Florida!!Estimate","Pinellas County, Florida!!Margin of Error","Polk County, Florida!!Estimate","Polk County, Florida!!Margin of Error"
"Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","65,712","±118","61,154","±1,127","55,828","±2,206","56,737","±1,299","51,833","±1,157"
