"Label (Grouping)","United States!!Estimate","United States!!Margin of Error","Hillsborough County, Florida!!Estimate","Hillsborough County, Florida!!Margin of Error","Pasco County, Florida!!Estimate","Pasco County, Florida!!Margin of Error","Pinellas County, Florida!!Estimate","Pinellas County, Florida!!Margin of Error"
"Median household income in the past 12 months (in 2022 inflation-adjusted dollars)","74,755","±148","74,308","±2,122","65,999","±2,978","66,472","±1,650"
